,nct_id,interventions,intervention_details,Intervention_Type,Intervention_Name,ngram
765,NCT04376814,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:200mg of Hydroxychloroquine two times per day will be given to patients for seven days in Test group, and Patients in Control group will be given a stat dose of 400mg Hydroxychloroquine tablets two times per day.",Drug,Hydroxychloroquine,Hydroxychloroquine
766,NCT04376814,Drug: Lopinavir / Ritonavir,Drug:Lopinavir / Ritonavir:Patients will be given 200/50 mg of Lopinavir / Ritonavir two times per day for seven days.,Drug,Lopinavir / Ritonavir,Lopinavir
767,NCT04376814,Drug: Lopinavir / Ritonavir,Drug:Lopinavir / Ritonavir:Patients will be given 200/50 mg of Lopinavir / Ritonavir two times per day for seven days.,Drug,Lopinavir / Ritonavir,Ritonavir
768,NCT04377308,Drug: Fluoxetine,Drug:Fluoxetine:Fluoxetine 20 mg to 60 mg daily given from 2 weeks to 2 months duration,Drug,Fluoxetine,Fluoxetine
769,NCT04377503,Drug: Tocilizumab 180 MG/ML,Drug:Tocilizumab 180 MG/ML:Tocilizumab 8 mg/kg diluted in 100 ml of saline administered in 60 minutes. The dose will be repeated after 12 hours.,Drug,Tocilizumab 180 MG/ML,Tocilizumab
770,NCT04377503,Drug: Methylprednisolone Sodium Succinate,Drug:Methylprednisolone Sodium Succinate:Patients will receive methylprednisolone at a dose of 1.5 mg / kg / day divided into 2 daily doses for 7 days. Then they will receive 1 mg / kg / day for another 7 days. Finally 0.5 mg / kg / day until 21 days of use,Drug,Methylprednisolone Sodium Succinate,Sodium Succinate
771,NCT04377503,Drug: Methylprednisolone Sodium Succinate,Drug:Methylprednisolone Sodium Succinate:Patients will receive methylprednisolone at a dose of 1.5 mg / kg / day divided into 2 daily doses for 7 days. Then they will receive 1 mg / kg / day for another 7 days. Finally 0.5 mg / kg / day until 21 days of use,Drug,Methylprednisolone Sodium Succinate,Methylprednisolone
772,NCT04377620,Drug: Ruxolitinib,Drug:Ruxolitinib:Ruxolitinb administered BID approximately 12 hours apart,Drug,Ruxolitinib,Ruxolitinib
773,NCT04377646,Drug: Hydroxychloroquine (placebo),"Drug:Hydroxychloroquine (placebo):1 pill at day 1 and day 2, then 1 pill weekly up to 2 months",Drug,Hydroxychloroquine (placebo),Hydroxychloroquine
774,NCT04377646,Drug: Zinc,Drug:Zinc:15 mg per day up to 2 months,Drug,Zinc,Zinc
775,NCT04377659,Drug: Tocilizumab,"Drug:Tocilizumab:Participants will receive Tocilizumab 8 mg/kg i.v. at enrollment. Dose will be capped at 800 mg per infusion. If there is no improvement or toxicity, a second dose can be given 24 hrs to 5 days later.",Drug,Tocilizumab,Tocilizumab
776,NCT04377711,Drug: Ciclesonide,Drug:Ciclesonide:160mcg Inhaler,Drug,Ciclesonide,Ciclesonide
777,NCT04377750,Drug: Tocilizumab,Drug:Tocilizumab:The placebo treatment arm will include 100 ml of normal saline administered along 60 min,Drug,Tocilizumab,Tocilizumab
778,NCT04377997,Drug: Enoxaparin,"Drug:Enoxaparin:Given the established link between endothelial dysfunction and thrombosis in patients with cardiovascular disease9, 10 and the association between coagulopathy and adverse outcomes in patients with sepsis11, the association between increased coagulation activity, end-organ injury, and mortality risk may represent a modifiable risk factor among COVID-19 patients with critical illness. Therefore, we propose to conduct a randomized, open-label trial of therapeutic anticoagulation in COVID-19 patients with an elevated D-dimer to evaluate the efficacy. Most patients will receive low molecular weight heparin however, unfractionated heparin (UFH) will be administered for those with morbid obesity or moderate to severe renal dysfunction.",Drug,Enoxaparin,Enoxaparin
779,NCT04379076,Drug: Interleukin-7,"Drug:Interleukin-7:Intramuscular (IM) administration of CYT107 at 3 μg/kg followed, after 48hrs of observation, by 10 μg/kg twice a week for 2 weeks or",Drug,Interleukin-7,Interleukin-7
780,NCT04379479,Drug: Dialyzable Leukocyte Extract,Drug:Dialyzable Leukocyte Extract:Experimental Intervention. Dialyzable Leukocyte Extract,Drug,Dialyzable Leukocyte Extract,Leukocyte
781,NCT04379492,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:Participants will receive hydroxycholoroquine (200-mg tablets) 2 tablets orally q12h for 2 doses on day 1 (load), followed by 1 tablet orally q12h for days 2-5.",Drug,Hydroxychloroquine,Hydroxychloroquine
782,NCT04379518,Drug: Rintatolimod,Drug:Rintatolimod:Given IV,Drug,Rintatolimod,Rintatolimod
783,NCT04380376,Drug: Melphalan,Drug:Melphalan:Inhalations with low doses of Melphalan for 7-10 consequent days,Drug,Melphalan,Melphalan
784,NCT04380402,Drug: Atorvastatin,Drug:Atorvastatin:Atorvastatin 40 mg tablet,Drug,Atorvastatin,Atorvastatin
785,NCT04380519,Drug: Olokizumab 64 mg,"Drug:Olokizumab 64 mg:solution for subcutaneous administration 160 mg/mL, in the 2-mL glass vial (target volume 0,4 ml)",Drug,Olokizumab 64 mg,Olokizumab
786,NCT04380688,Drug: Acalabrutinib,Drug:Acalabrutinib:Acalabrutinib administered orally,Drug,Acalabrutinib,Acalabrutinib
787,NCT04380818,Drug: Hydroxychloroquine Sulfate,Drug:Hydroxychloroquine Sulfate:200 mg/12h for 5 days,Drug,Hydroxychloroquine Sulfate,Hydroxychloroquine
788,NCT04380818,Drug: Ritonavir/lopinavir,Drug:Ritonavir/lopinavir:400/100 mg/12h for 7-10 days,Drug,Ritonavir/lopinavir,Lopinavir
789,NCT04380818,Drug: Ritonavir/lopinavir,Drug:Ritonavir/lopinavir:400/100 mg/12h for 7-10 days,Drug,Ritonavir/lopinavir,Ritonavir
790,NCT04380818,Drug: Tocilizumab Injection [Actemra],Drug:Tocilizumab Injection [Actemra]:600 mg/day for 1-2 doses,Drug,Tocilizumab Injection [Actemra],Actemra
791,NCT04380818,Drug: Tocilizumab Injection [Actemra],Drug:Tocilizumab Injection [Actemra]:600 mg/day for 1-2 doses,Drug,Tocilizumab Injection [Actemra],Tocilizumab Injection
792,NCT04380818,Drug: Azithromycin,Drug:Azithromycin:500 mg/24h for 3 days,Drug,Azithromycin,Azithromycin
793,NCT04380818,Drug: Corticosteroid,Drug:Corticosteroid:Corticosteroids (methylprednisolone/dexamethasone/prednisone),Drug,Corticosteroid,Corticosteroid
794,NCT04380818,Drug: Low molecular weight heparin,Drug:Low molecular weight heparin:low molecular weight heparin (LMWH) in prophylaxis of venous thromboembolism,Drug,Low molecular weight heparin,Low Molecular Weight Heparin
795,NCT04380961,Drug: Sirukumab,Drug:Sirukumab:Participants will receive sirukumab 5 mg/kg IV single dose infusion on Day 1.,Drug,Sirukumab,Sirukumab
796,NCT04381052,Drug: Clazakizumab,Drug:Clazakizumab:Dose is 25mg intravenously over 30 minutes.,Drug,Clazakizumab,Clazakizumab
797,NCT04381364,Drug: Ciclesonide Inhalation Aerosol,Drug:Ciclesonide Inhalation Aerosol:Ciclesonide 320 µg twice daily for 14 days.,Drug,Ciclesonide Inhalation Aerosol,Ciclesonide Inhalation Aerosol
798,NCT04381858,Drug: Plasma from COVID-19 convalescent patient,Drug:Plasma from COVID-19 convalescent patient:Infusion of 400 ml (2 units) of plasma. Plasma donated from convalescent patients will be extracted in strict compliance with the following criteria: History of a clinical event with symptoms attributed to COVID-19 and a positive PCR test for COVID-19 Further confirmation of a negative PCR test for COVID-19 In order to be eligible plasma donors must complete at least 14 days after the last negative PCR in the absence of any symptom attributable to COVID-19 infection IgG antibodies for COVID-19 must be confirmed POSITIVE when a qualitative assay is being used When quantification of IgG antibodies for COVID-19 is available a title > 1: 640 will be required for inclusion. Apheresis will be used as the only method for plasma extraction.,Drug,Plasma from COVID-19 convalescent patient,Plasma
799,NCT04381858,Drug: Human immunoglobulin,Drug:Human immunoglobulin:Human immunoglobulin 0.3 gr/kg/day (5 doses),Drug,Human immunoglobulin,Human Immunoglobulin
800,NCT04381884,Drug: IVERMECTIN (IVER P®) arm will receive IVM 600 µg / kg once daily plus standard care. CONTROL arm will receive standard care.,Drug:IVERMECTIN (IVER P®) arm will receive IVM 600 µg / kg once daily plus standard care. CONTROL arm will receive standard care.:IVERMECTIN (IVER P®) arm will receive IVM 600 µg / kg once daily plus standard care. CONTROL arm will receive standard care.,Drug,IVERMECTIN (IVER P®) arm will receive IVM 600 µg / kg once daily plus standard care. CONTROL arm will receive standard care.,Ivermectin
801,NCT04381884,Drug: IVERMECTIN (IVER P®) arm will receive IVM 600 µg / kg once daily plus standard care. CONTROL arm will receive standard care.,Drug:IVERMECTIN (IVER P®) arm will receive IVM 600 µg / kg once daily plus standard care. CONTROL arm will receive standard care.:IVERMECTIN (IVER P®) arm will receive IVM 600 µg / kg once daily plus standard care. CONTROL arm will receive standard care.,Drug,IVERMECTIN (IVER P®) arm will receive IVM 600 µg / kg once daily plus standard care. CONTROL arm will receive standard care.,Control
802,NCT04381884,Drug: IVERMECTIN (IVER P®) arm will receive IVM 600 µg / kg once daily plus standard care. CONTROL arm will receive standard care.,Drug:IVERMECTIN (IVER P®) arm will receive IVM 600 µg / kg once daily plus standard care. CONTROL arm will receive standard care.:IVERMECTIN (IVER P®) arm will receive IVM 600 µg / kg once daily plus standard care. CONTROL arm will receive standard care.,Drug,IVERMECTIN (IVER P®) arm will receive IVM 600 µg / kg once daily plus standard care. CONTROL arm will receive standard care.,Arm
803,NCT04381936,Drug: Lopinavir-Ritonavir,Drug:Lopinavir-Ritonavir:Lopinavir 400mg-Ritonavir 100mg by mouth (or nasogastric tube) every 12 hours for 10 days.,Drug,Lopinavir-Ritonavir,Lopinavir-Ritonavir
804,NCT04381936,Drug: Corticosteroid,"Drug:Corticosteroid:Corticosteroid in the form of dexamethasone administered as an oral (liquid or tablets) or intravenous preparation 6 mg once daily for 10 days. In pregnancy or breastfeeding women, prednisolone 40 mg administered by mouth (or intravenous hydrocortisone 80 mg twice daily) should be used instead of dexamethasone. Corticosteroid (in children ≤44 weeks gestational age, or >44 weeks gestational age with PIMS-TS only) in the form of Hydrocortisone or Methylprednisolone sodium succinate (see Protocol for timing and dosage)",Drug,Corticosteroid,Corticosteroid
805,NCT04381936,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:Hydroxychloroquine by mouth for a total of 10 days (see Protocol for timing and dosage).,Drug,Hydroxychloroquine,Hydroxychloroquine
806,NCT04381936,Drug: Azithromycin,Drug:Azithromycin:Azithromycin 500mg by mouth (or nasogastric tube) or intravenously once daily for 10 days.,Drug,Azithromycin,Azithromycin
807,NCT04381936,Drug: Tocilizumab,Drug:Tocilizumab:Tocilizumab by intravenous infusion with the dose determined by body weight (see Protocol for dosage),Drug,Tocilizumab,Tocilizumab
808,NCT04381936,Drug: Synthetic neutralising antibodies,Drug:Synthetic neutralising antibodies:For participants ≥12 years only: A single dose of REGN10933 + REGN10987 8 g (4 g of each monoclonal antibody) in 250ml 0.9% saline infused intravenously over 60 minutes +/- 15 minutes as soon as possible after randomisation,Drug,Synthetic neutralising antibodies,Neutralising Antibodies
809,NCT04381936,Drug: Aspirin,"Drug:Aspirin:150 mg by mouth (or nasogastric tube) or per rectum once daily until discharge, for adults ≥18 years old.",Drug,Aspirin,Aspirin
810,NCT04381962,Drug: Azithromycin Capsule,Drug:Azithromycin Capsule:Azithromycin 500 mg OD PO 14 days,Drug,Azithromycin Capsule,Capsule
811,NCT04381962,Drug: Azithromycin Capsule,Drug:Azithromycin Capsule:Azithromycin 500 mg OD PO 14 days,Drug,Azithromycin Capsule,Azithromycin
812,NCT04381988,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:400mg daily,Drug,Hydroxychloroquine,Hydroxychloroquine
813,NCT04382053,Drug: Standard of Care (SoC),"Drug:Standard of Care (SoC):SoC includes a variety of supportive therapies that ranges from the administration of supplementary oxygen to full intensive care support, alongside the use of antiviral agents and intravenous corticosteroids.",Drug,Standard of Care (SoC),Soc
814,NCT04382066,Drug: Plitidepsin 1.5 mg/day,"Drug:Plitidepsin 1.5 mg/day:Plitidepsin 1.5 mg/day will be IV infused through a pump device over 1 hour and 30 minutes, 3 consecutive days.",Drug,Plitidepsin 1.5 mg/day,Plitidepsin
815,NCT04382066,Drug: Plitidepsin 1.5 mg/day,"Drug:Plitidepsin 1.5 mg/day:Plitidepsin 1.5 mg/day will be IV infused through a pump device over 1 hour and 30 minutes, 3 consecutive days.",Drug,Plitidepsin 1.5 mg/day,Day
816,NCT04382586,Drug: Zanubrutinib,Drug:Zanubrutinib:320 mg (4 x 80 mg) capsules administered orally once daily.,Drug,Zanubrutinib,Zanubrutinib
817,NCT04382586,Drug: Supportive Care,Drug:Supportive Care:Supportive care treatment is selected and administered as deemed appropriate by the study investigator.,Drug,Supportive Care,Supportive Care
818,NCT04382625,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:Hydroxychloroquine is currently widely used for treatment of autoimmune disease including systemic lupus erythematosus and rheumatoid arthritis, and it has been used to prevent and treat malaria.",Drug,Hydroxychloroquine,Hydroxychloroquine
819,NCT04382755,Drug: Zilucoplan®,Drug:Zilucoplan®:14 days of SC Zilucoplan® on top of standard of care + prophylactic antibiotics until 14 days after last Zilucoplan®,Drug,Zilucoplan®,Zilucoplan
820,NCT04382768,Drug: Inhaled Hypertonic ibuprofen,Drug:Inhaled Hypertonic ibuprofen:Standard of care plus lipid ibuprofen 50mg tid,Drug,Inhaled Hypertonic ibuprofen,Inhaled
821,NCT04382768,Drug: Inhaled Hypertonic ibuprofen,Drug:Inhaled Hypertonic ibuprofen:Standard of care plus lipid ibuprofen 50mg tid,Drug,Inhaled Hypertonic ibuprofen,Ibuprofen
822,NCT04382846,Drug: Nitazoxanide,Drug:Nitazoxanide:Nitazoxanide,Drug,Nitazoxanide,Nitazoxanide
823,NCT04382846,Drug: Ivermectin,Drug:Ivermectin:Nitazoxanide,Drug,Ivermectin,Ivermectin
824,NCT04382846,Drug: Chloroquine,Drug:Chloroquine:Chloroquine,Drug,Chloroquine,Chloroquine
825,NCT04382846,Drug: Azithromycin,Drug:Azithromycin:azithromycin,Drug,Azithromycin,Azithromycin
826,NCT04382924,Drug: NP-120 (Ifenprodil),"Drug:NP-120 (Ifenprodil):Ifenprodil, 20 mg TID Ifenprodil, 40 mg TID",Drug,NP-120 (Ifenprodil),Ifenprodil
827,NCT04383717,Drug: Levamisole and isoprinosine,Drug:Levamisole and isoprinosine:oral tablets levamisole 50 mg 3 times daily every other day for 2 weeks Isoprinosine oral tablets 1 g 4 times daily for 2 weeks,Drug,Levamisole and isoprinosine,Isoprinosine
828,NCT04383717,Drug: Levamisole and isoprinosine,Drug:Levamisole and isoprinosine:oral tablets levamisole 50 mg 3 times daily every other day for 2 weeks Isoprinosine oral tablets 1 g 4 times daily for 2 weeks,Drug,Levamisole and isoprinosine,Levamisole
829,NCT04383717,Drug: Azithromycin and hydroxychloroquine,Drug:Azithromycin and hydroxychloroquine:oral tablets daily 500 mg azithromycin Oral tablets daily 200 mg hydroxychloroquine twice daily,Drug,Azithromycin and hydroxychloroquine,Azithromycin
830,NCT04383717,Drug: Azithromycin and hydroxychloroquine,Drug:Azithromycin and hydroxychloroquine:oral tablets daily 500 mg azithromycin Oral tablets daily 200 mg hydroxychloroquine twice daily,Drug,Azithromycin and hydroxychloroquine,Hydroxychloroquine
831,NCT04384380,Drug: Hydroxychloroquine Sulfate 200 MG [Plaquenil],Drug:Hydroxychloroquine Sulfate 200 MG [Plaquenil]:Hydroxychloroquine Sulfate is 400 mg bid on Day 1 and 200 mg bid for 6 days on Day 2-7.,Drug,Hydroxychloroquine Sulfate 200 MG [Plaquenil],Hydroxychloroquine 200 Mg
832,NCT04384380,Drug: Hydroxychloroquine Sulfate 200 MG [Plaquenil],Drug:Hydroxychloroquine Sulfate 200 MG [Plaquenil]:Hydroxychloroquine Sulfate is 400 mg bid on Day 1 and 200 mg bid for 6 days on Day 2-7.,Drug,Hydroxychloroquine Sulfate 200 MG [Plaquenil],Plaquenil
833,NCT04384458,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:Oral hydroxychloroquine 400 mg twice a day on day 1, one 400 mg tablet on day 2, 3, 4, and 5, followed by one 400 mg tablets every 05 days until day 50th associated with 66 mg of zinc sulfate.",Drug,Hydroxychloroquine,Hydroxychloroquine
834,NCT04384458,Drug: Ivermectin,"Drug:Ivermectin:Oral ivermectin dosage guidelines based on participant body weight, once on day for 2 consecutive days. This dose schedule should be repeated every 14 days for 45 days associated with 20 milligrams twice on day of active zinc.",Drug,Ivermectin,Ivermectin
835,NCT04384731,Drug: poractant alfa,"Drug:poractant alfa:Patient receiving surfactant (3 mL/kg of a poractant alpha solution diluted to 16 mg/mL, resulting in a total dose of 48mg/kg) administred by bronchial fibroscopy. The total volume will be divided in each of the five lobar bronchi.",Drug,poractant alfa,Poractant Alfa
836,NCT04385043,Drug: standard therapy,Drug:standard therapy:patients will receive only standard therapy for Covid-19 infection,Drug,standard therapy,Standard Therapy
837,NCT04385186,Drug: Inactivated convalescent plasma,"Drug:Inactivated convalescent plasma:Day 0: Transfusion of 200mL of ABO -Rh compatible inactivated convalescent plasma, Start of support treatment selected by medical staff according to each institutional protocol Day 1: Transfusion of 200mL of ABO -Rh compatible inactivated convalescent plasma",Drug,Inactivated convalescent plasma,Plasma
838,NCT04385186,Drug: Support treatment,Drug:Support treatment:Day 0: Start of support treatment selected by medical staff according to each each institutional protocol,Drug,Support treatment,Support
839,NCT04385264,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:Day 0: 800mg PO OD (4 capsules) Days 1-5: 400mg PO OD (2 capsules daily),Drug,Hydroxychloroquine,Hydroxychloroquine
840,NCT04385264,Drug: Mannitol,Drug:Mannitol:Day 0: 4 capsules PO OD Days 1-5: 2 capsules daily PO OD,Drug,Mannitol,Mannitol
841,NCT04385836,Drug: alpha one antitrypsin inhalation,Drug:alpha one antitrypsin inhalation:- we will give 8 ml of intravenous alpha one antitrypsin (alpha1-proteinase inhibitor (AATD)Glassia 50 ml) as nebulizer every 12 hours for 5 days,Drug,alpha one antitrypsin inhalation,Alpha
842,NCT04385836,Drug: alpha one antitrypsin inhalation,Drug:alpha one antitrypsin inhalation:- we will give 8 ml of intravenous alpha one antitrypsin (alpha1-proteinase inhibitor (AATD)Glassia 50 ml) as nebulizer every 12 hours for 5 days,Drug,alpha one antitrypsin inhalation,Inhalation
843,NCT04386070,Drug: Lopinavir-Ritonavir,Drug:Lopinavir-Ritonavir:Lopinavir-Ritonavir only,Drug,Lopinavir-Ritonavir,Lopinavir-Ritonavir
844,NCT04386070,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:Hydroxychloroquine only,Drug,Hydroxychloroquine,Hydroxychloroquine
845,NCT04386239,Drug: Sarilumab Prefilled Syringe,Drug:Sarilumab Prefilled Syringe:Sarilumab administration must be associated with an antiviral treatment as defined by the treatment protocol suggested by the SIMET Experts group 4 and AIFA recommendations: chloroquine 500 mg 1 tablet twice daily or hydroxychloroquine 400 mg 1 tablet twice daily in the first day and then 200 mg 1 tablet twice daily.,Drug,Sarilumab Prefilled Syringe,Sarilumab
846,NCT04386239,Drug: Sarilumab Prefilled Syringe,Drug:Sarilumab Prefilled Syringe:Sarilumab administration must be associated with an antiviral treatment as defined by the treatment protocol suggested by the SIMET Experts group 4 and AIFA recommendations: chloroquine 500 mg 1 tablet twice daily or hydroxychloroquine 400 mg 1 tablet twice daily in the first day and then 200 mg 1 tablet twice daily.,Drug,Sarilumab Prefilled Syringe,Prefilled Syringe
847,NCT04386447,Drug: Oxytocin,"Drug:Oxytocin:In addition to standard treatment, patients in the experimental arm will receive intravenous OT with dilution of 25 UI or 40 UI OT in 500cc physiological solution NaCl 9%. OT will be administered with continuous pump infusion with 62,5 ml/h. The clinician will have the option to decrease infusion speed based on significant variations in arterial pressure, otherwise, the total 25 UI or 40 UI amount will be infused in 8 hours. Treatment duration will be 10 days",Drug,Oxytocin,Oxytocin
848,NCT04386850,Drug: Oral 25-Hydroxyvitamin D3,Drug:Oral 25-Hydroxyvitamin D3:Subjects in the case group will receive 25 mcg of 25(OH)D3 once daily at bedtime for 2 months and the control group will receive placebo daily for 2 months.,Drug,Oral 25-Hydroxyvitamin D3,25-Hydroxyvitamin D3
849,NCT04386876,Drug: Lopinavir 200Mg/Ritonavir 50Mg FT Test,"Drug:Lopinavir 200Mg/Ritonavir 50Mg FT Test:Orvical 200 mg/50 mg Film Tablet"" containing 200 mg lopinavir and 50 mg ritonavir (World Medicine-Turkey).",Drug,Lopinavir 200Mg/Ritonavir 50Mg FT Test,Lopinavir
850,NCT04386876,Drug: Lopinavir 200Mg/Ritonavir 50Mg FT Test,"Drug:Lopinavir 200Mg/Ritonavir 50Mg FT Test:Orvical 200 mg/50 mg Film Tablet"" containing 200 mg lopinavir and 50 mg ritonavir (World Medicine-Turkey).",Drug,Lopinavir 200Mg/Ritonavir 50Mg FT Test,Ritonavir
851,NCT04386876,Drug: Lopinavir 200Mg/Ritonavir 50Mg FT Test,"Drug:Lopinavir 200Mg/Ritonavir 50Mg FT Test:Orvical 200 mg/50 mg Film Tablet"" containing 200 mg lopinavir and 50 mg ritonavir (World Medicine-Turkey).",Drug,Lopinavir 200Mg/Ritonavir 50Mg FT Test,Test
852,NCT04386876,Drug: Lopinavir 200Mg/Ritonavir 50Mg FT Reference,Drug:Lopinavir 200Mg/Ritonavir 50Mg FT Reference:Kaletra 200 mg/50 mg Film CoatedTablet manufactured by AbbVie Deutschland GmbH & Co. -Germany,Drug,Lopinavir 200Mg/Ritonavir 50Mg FT Reference,Reference
853,NCT04387240,Drug: Artemisinin / Artesunate,Drug:Artemisinin / Artesunate:testing the drug capabilities in reducing the shedding and causing the testing for covid 19 to become negative,Drug,Artemisinin / Artesunate,Artesunate
854,NCT04387240,Drug: Artemisinin / Artesunate,Drug:Artemisinin / Artesunate:testing the drug capabilities in reducing the shedding and causing the testing for covid 19 to become negative,Drug,Artemisinin / Artesunate,Artemisinin
855,NCT04387760,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:400mg BID PO day 1 then 200mg BID PO from day 2-day 10. In addition to Hydroxychloroquine all patients will receive the standard care (according to local Bahrain COVID19 guidelines). Any patient who is fit for discharge, can be discharged and medications will be stopped on discharge.",Drug,Hydroxychloroquine,Hydroxychloroquine
856,NCT04387760,Drug: Favipiravir,"Drug:Favipiravir:1600mg BID PO day 1, 600mg BID PO day 2 to 10. In addition to Favipiravir all patients will receive the standard care (according to local Bahrain COVID19 guidelines). Any patient who is fit for discharge, can be discharged and medications will be stopped on discharge.",Drug,Favipiravir,Favipiravir
857,NCT04388709,Drug: Peginterferon Lambda-1A,Drug:Peginterferon Lambda-1A:Peginterferon lambda-1a (Lambda) 180mcg subcutaneous injection once,Drug,Peginterferon Lambda-1A,Peginterferon
858,NCT04389359,Drug: Hydroxychloroquine Sulfate 200 MG,Drug:Hydroxychloroquine Sulfate 200 MG:Hydroxychloroquine Sulfate administered orally for a maximum of 6 months. Doses population specific.,Drug,Hydroxychloroquine Sulfate 200 MG,Hydroxychloroquine 200 Mg
859,NCT04389411,Drug: Montelukast 10mg,Drug:Montelukast 10mg:10mg oral Montelukast will be taken daily for 60 days,Drug,Montelukast 10mg,Montelukast
860,NCT04389580,Drug: Drug: Isotretinoin plus Tamoxifen,Drug:Drug: Isotretinoin plus Tamoxifen:20 mg PO (by mouth) twice daily for 14 days 13 cis retinoic acid (0.5 mg/kg/day in 2 divided doses orally for 14 days starting after three days of taking tamoxifen,Drug,Drug: Isotretinoin plus Tamoxifen,Isotretinoin
861,NCT04389580,Drug: Drug: Isotretinoin plus Tamoxifen,Drug:Drug: Isotretinoin plus Tamoxifen:20 mg PO (by mouth) twice daily for 14 days 13 cis retinoic acid (0.5 mg/kg/day in 2 divided doses orally for 14 days starting after three days of taking tamoxifen,Drug,Drug: Isotretinoin plus Tamoxifen,Tamoxifen
862,NCT04389580,Drug: Drug: Isotretinoin plus Tamoxifen,Drug:Drug: Isotretinoin plus Tamoxifen:20 mg PO (by mouth) twice daily for 14 days 13 cis retinoic acid (0.5 mg/kg/day in 2 divided doses orally for 14 days starting after three days of taking tamoxifen,Drug,Drug: Isotretinoin plus Tamoxifen,Drug
863,NCT04389580,Drug: Aerosolized Isotretinoin plus Tamoxifen,Drug:Aerosolized Isotretinoin plus Tamoxifen:20 mg PO (by mouth) twice daily for 14 days Aerosolized 13 cis retinoic acid in gradual in 2 divided doses increases froms 0.2 mg/kg/day to 4 mg/kg/day as inhaled 13 cis retinoic acid therapy for 14 days starting after three days of taking tamoxifen,Drug,Aerosolized Isotretinoin plus Tamoxifen,Aerosolized
864,NCT04389710,Drug: Convalescent Plasma,Drug:Convalescent Plasma:One to two units (200-600 mL) of ABO compatible COVID-19 convalescent plasma,Drug,Convalescent Plasma,Plasma
865,NCT04389801,Drug: Desferal 500 MG Injection,Drug:Desferal 500 MG Injection:iron chelating agent,Drug,Desferal 500 MG Injection,Desferal 500 Mg Injection
866,NCT04390022,Drug: Ivermectin,Drug:Ivermectin:Single dose of STROMECTOL® tablets at 400mcg/kg,Drug,Ivermectin,Ivermectin
867,NCT04390061,Drug: Tofacitinib,Drug:Tofacitinib:Jak-1/3 inhibitor,Drug,Tofacitinib,Tofacitinib
868,NCT04390061,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:Standard Therapy,Drug,Hydroxychloroquine,Hydroxychloroquine
869,NCT04390152,Drug: Wharton's jelly derived Mesenchymal stem cells.,"Drug:Wharton's jelly derived Mesenchymal stem cells.:IV Wharton's jelly derived Mesenchymal stem cells, two doses",Drug,Wharton's jelly derived Mesenchymal stem cells.,Stem
870,NCT04390152,"Drug: Hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy)","Drug:Hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy):Standard therapy as per hospital protocol, hydroxychloroquine 400mg + Lopinavir/Ritonavir 400/100 or azithromycin 500mg and Placebo",Drug,"Hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy)",Standard Therapy
871,NCT04390152,"Drug: Hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy)","Drug:Hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy):Standard therapy as per hospital protocol, hydroxychloroquine 400mg + Lopinavir/Ritonavir 400/100 or azithromycin 500mg and Placebo",Drug,"Hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy)",Hydroxychloroquine
872,NCT04390152,"Drug: Hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy)","Drug:Hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy):Standard therapy as per hospital protocol, hydroxychloroquine 400mg + Lopinavir/Ritonavir 400/100 or azithromycin 500mg and Placebo",Drug,"Hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy)",Azithromycin
873,NCT04390152,"Drug: Hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy)","Drug:Hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy):Standard therapy as per hospital protocol, hydroxychloroquine 400mg + Lopinavir/Ritonavir 400/100 or azithromycin 500mg and Placebo",Drug,"Hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy)",Lopinavir/Ritonavir
874,NCT04390464,Drug: Ravulizumab,"Drug:Ravulizumab:Ravulizumab (Ultomiris, Alexion Pharmaceuticals) is a monoclonal antibody that binds to terminal complement protein C5 and prevents the complement-mediated destruction of cells. It is administered by intravenous infusion. Ravulizumab has a marketing authorisation in the UK for treating Paroxysmal Nocturnal Haemoglobinuria in adults.",Drug,Ravulizumab,Ravulizumab
